X,y
35.65789694,28.07440255
48.68593093,36.67443433
95.8617729,67.90357699
25.99725335,11.93172652
49.96477248,30.28614384
55.00333686,44.27435448
78.37588146,49.03273736
15.28602844,13.86272674
81.06609154,55.74254604
35.05920429,30.34538286
10.62719897,8.28446354
67.48425862,36.49022849
66.23064039,46.13342719
57.95719064,41.87249492
95.18553569,66.04333465
77.2190954,52.73026238
92.85949249,54.15532932
67.22361737,41.86592818
56.74633891,36.15709346
34.73529127,30.56811977
97.3175912,64.33096367
38.5912132,19.84143395
51.60874151,35.63045383
59.78125018,37.52703375
67.81055312,43.93664164
12.19901321,13.37420973
25.04143186,18.87631292
27.7656599,14.28604033
68.48920265,44.00836013
15.21664228,17.68220964
71.99387464,46.37909682
3.708954379,0.254214188
92.63929391,56.1093473
98.63752986,64.57208366
49.001012,28.64351478
76.13243257,47.79439806
27.71208369,21.57136799
43.02623543,18.67400513
76.37093041,50.15421822
39.75324297,25.64845159
60.30352878,39.5632189
50.647232,21.44154375
7.95898158,10.09595772
67.20992697,43.62827933
88.56146966,60.23333188
16.0041299,16.52756271
20.60927527,9.738902772
25.66346997,14.49136114
7.940045936,7.734079754
3.882622441,8.442507548
6.912644717,15.64048706
42.92380942,26.22725553
70.71563421,46.93492512
9.452782114,7.21089632
89.93993066,53.35207106
75.27630885,51.19925016
8.521614072,13.37060754
86.81142531,53.31409826
35.19634196,28.14214372
68.05967473,40.21698251
55.17859475,34.24645027
51.55764138,33.94584576
33.9907674,23.54364672
91.73662834,60.50792786
23.31790996,14.84667349
4.465200627,-0.664293133
96.5396523,53.42897496
96.19255546,59.78308219
33.46608277,26.55688671
33.64669618,30.83930083
94.68469542,62.58953448
36.1201477,24.12540896
98.40075822,66.57793136
15.00537869,8.83212713
7.888757466,7.437058812
51.01367616,37.05376438
44.20209463,25.21279653
15.59034672,19.53083006
61.27311817,45.49224875
22.21668116,20.16879026
55.62867859,34.85095707
37.24627384,23.16638173
97.22994448,54.79568343
85.88199351,52.74666902
1.97549664,4.763487409
83.81122493,45.70491275
24.50449889,12.90025265
27.92859788,17.32931057
91.80902237,58.05060869
95.53685617,61.70344846
42.20237326,28.83557848
21.22101989,16.24388646
30.6703671,19.15047985
84.61861275,53.30609108
22.51249641,14.86181556
23.5254269,13.0077949
63.19765199,40.25231649
56.64851173,39.16849453
72.36598307,42.99865324
7.381048648,10.73008648
95.84015654,68.82592166
75.11249222,51.41603791
56.39200136,37.78897939
79.87849008,46.829034
42.42913636,20.20405741
0.597898285,1.557560993
62.97236594,37.27571608
66.73478478,43.88208924
93.9207793,61.25148309
31.47851816,24.02948531
2.58056588,4.65789325
75.20772812,53.34372929
59.62959429,43.27699259
27.62690769,25.45159783
87.06992673,51.86515344
92.2611836,57.97554078
31.69875745,23.63870973
26.3200577,15.34503406
72.05754698,44.45950146
30.77726728,20.25692759
8.34417098,6.6847107
5.819308974,4.286612392
27.17013848,24.54795457
63.7283992,42.66168315
32.47882928,8.41876815
84.90648659,48.33638576
79.46434833,50.78560228
83.37900729,57.62309618
32.81252709,24.81129122
93.18028288,57.38131937
54.88319496,32.37930717
69.89576677,51.8336621
92.27557225,58.52655913
46.20563401,28.8401661
20.632967,9.935669025
0.954427083,6.76057395
60.12606146,39.16463081
19.73218156,15.01416714
8.7858146,11.86813984
50.99339141,33.21188044
16.78729526,13.80012799
83.18230059,47.57667914
36.2776583,24.0582278
81.47495691,56.85051764
9.672683056,8.380129976
44.68865633,29.39602979
39.44364151,30.45422192
50.37301264,32.98748234
70.13881683,43.45725054
18.82895228,3.057461337
94.57628182,59.14148988
68.46891904,45.93894773
84.88991543,51.99278203
29.75386924,13.76250825
6.604936039,7.880297173
82.68002871,61.34642632
25.47366726,14.8430948
21.82009261,12.54736156
98.22606736,64.43318119
17.58224858,15.12714287
80.2030636,47.07103241
7.739223065,12.89232595
61.45634061,40.38946731
44.64010985,28.58314553
26.14871089,17.29927219
80.87177988,51.11156654
50.52260305,25.10535868
79.25750008,50.7128779
1.424029569,-2.25149156
70.96093636,48.86600057
61.06392969,41.70636219
63.82003069,44.47301167
32.71986745,24.09865259
74.58138446,52.65092267
92.50526806,63.85272789
17.17548051,10.7648351
81.36985312,50.11773749
69.7954333,34.6333826
51.13000132,39.83769596
83.70932745,51.15598133
80.63313033,53.87144509
87.20323193,61.34885088
38.16043587,29.01381977
79.83260347,48.70237323
5.665668781,3.381923163
45.41602265,32.72044541
37.03526065,25.24459967
38.96380321,24.23054772
31.22383737,22.7890704
8.567735296,8.197101624
95.62683999,63.1053441
9.431360814,7.320384816
97.91057647,65.85684899
47.25040415,35.27560291
7.778823047,8.647123189
26.53510854,16.42161578
0.10095372,0.541283133
91.39539655,61.26616966
29.77066647,17.51070693
51.43787155,40.88785717
96.62202,63.29021765
39.22357141,27.1806017
32.35681964,23.61069381
22.14559202,23.40587761
18.90254978,15.58377971
52.37104086,34.97706463
88.84923043,56.87804116
82.66281589,50.82405402
11.81179486,11.17053019
16.80716536,18.27387023
87.53040534,53.86906242
35.50212689,27.5702949
9.416720713,8.258397697
71.42012063,44.04170077
79.59562932,51.48583915
79.11219432,55.04815278
4.917271951,3.099648959
63.76570785,42.99508503
1.288721765,1.060902279
57.39351787,26.87473375
75.29904755,47.93732305
75.80035024,46.69063011
91.9767704,63.90913091
2.881599875,-4.58660788
15.15656322,10.66947166
35.24901461,17.93472022
2.833124774,1.234967464
79.38234109,50.77091651
62.55754434,38.28581336
39.46204966,18.65012436
96.08293076,62.27791617
35.82110126,25.57914553
70.60156837,50.21848407
14.99255667,16.51818621
3.477875737,3.278081826
9.052391812,8.035764503
99.5719497,56.65971747
40.78499749,27.92933732
31.5346759,18.89821231
97.28239423,58.27853498
52.98510547,33.34210513
3.974177624,9.175969504
32.37634088,31.75861154
81.7295134,59.09094121
85.41252055,52.20845749
46.26102856,29.54788809
2.118999387,1.872195406
15.12459264,15.4572184
32.16453946,23.57879442
38.91486589,24.52261588
30.99189746,18.77429249
76.60248931,50.96340214
38.12501514,22.78715987
52.94544903,41.07220025
7.113609367,9.314890149
74.86925225,43.31643129
55.54409983,39.28207383
62.16207226,36.40972551
88.68731534,54.43827533
64.89403738,38.43114382
11.57786373,16.99302651
78.70095769,53.04466592
29.64346514,20.43486203
26.45805986,14.81288728
50.97320713,29.22558625
26.30729848,14.25725502
84.74558878,49.63654949
16.7188942,7.977187331
80.84411642,49.14650049
53.86529575,39.93906772
76.6249531,48.16692994
4.12399996,16.64302687
25.86831074,15.44939185
88.06872599,49.20511427
36.75097043,30.84780948
39.97170531,24.55710182
36.01575861,22.3762594
80.93110891,58.31363464
15.19033223,11.34565438
53.44917711,32.66350414
65.52290885,38.23083393
87.18159806,58.86132141
29.98299339,21.28066084
5.420296736,7.856524995
23.93257692,12.61924235
2.037207614,-0.945478194
3.990004154,7.002137376
70.67452334,42.44213049
15.21131882,9.854325508
