X,y
71.13029998,0
36.87246501,0
56.50840151,0
78.12014718,0
65.57507345,0
33.8209272,0
60.4183876,0
65.31755912,0
2.816396527,1
99.17006012,0
97.50539654,0
31.34221147,0
44.95227592,0
98.44514815,0
1.218616543,1
4.120346649,1
27.31964023,1
43.9125383,0
54.63619732,0
45.78265492,0
43.35573307,0
88.98356113,0
59.24746768,0
88.53922942,0
10.1608543,1
52.07397282,0
89.78019617,0
86.01367993,0
42.08590104,0
86.53190054,0
90.07344556,0
66.94636403,0
94.14482728,0
23.16991587,1
71.44801563,0
0.460969568,1
36.12134137,0
53.72195971,0
52.57572462,0
93.65212638,0
12.20425288,1
77.39756728,0
24.73833162,1
47.70660286,0
70.04652468,0
71.732542,0
76.04843638,0
70.9538724,0
15.89767415,1
47.11427153,0
41.14159358,0
55.43302605,0
44.35466635,0
32.82521992,0
77.53409482,0
57.66880575,0
12.47924817,1
38.19479647,0
85.63330633,0
83.74923981,0
70.90321943,0
2.942751978,1
27.52834643,1
34.84415574,0
10.34608585,1
60.07228718,0
5.784394193,1
40.94128471,0
78.46569719,0
40.31493706,0
13.54827598,1
76.92132426,0
36.48808695,0
48.16707217,0
78.37611099,0
91.73315939,0
99.02482672,0
49.37754627,0
77.81063619,0
85.60834074,0
76.31313514,0
74.1470928,0
24.62198528,1
91.54778014,0
26.37983776,1
42.70378097,0
9.72876588,1
14.84287987,1
33.44896562,0
64.93240831,0
55.29563124,0
57.35903672,0
39.78765419,0
5.389885772,1
2.695342742,1
92.23838959,0
45.03284886,0
98.27341727,0
85.12118707,0
30.49767757,0
94.35900798,0
42.3512247,0
91.13258106,0
75.19461701,0
32.24274072,0
39.72705276,0
46.7438481,0
24.31409246,1
95.46970041,0
29.31999861,1
38.64133332,0
88.47928481,0
69.38653383,0
38.17711639,0
57.94535464,0
57.68664639,0
24.9865992,1
4.153291326,1
1.928812141,1
86.48938063,0
71.19044092,0
75.8402547,0
45.86937741,0
12.92252048,1
15.59510916,1
10.80473434,1
23.28042757,1
30.12898552,0
7.103264626,1
99.0183766,0
34.07504823,0
80.72972449,0
67.21773944,0
12.3012458,1
12.2826882,1
99.72015224,0
74.84114282,0
36.00715052,0
52.66824759,0
42.98310557,0
75.54963705,0
86.29408975,0
89.3944015,0
22.57686922,1
50.61663414,0
11.74185602,1
32.13401406,0
29.78517478,1
4.799426721,1
18.59360149,1
45.82016644,0
30.75224207,0
0.848005181,1
27.38941485,1
17.41419978,1
87.0495984,0
27.50163959,1
96.24230389,0
22.67559987,1
19.4039691,1
93.86102443,0
81.71855097,0
71.18437826,0
96.91438866,0
98.67641065,0
81.20152214,0
41.17872448,0
70.29060657,0
39.09343677,0
77.66001539,0
84.73456579,0
74.6919548,0
16.26168366,1
17.45047168,1
64.06710449,0
91.04582363,0
22.76041494,1
43.9511591,0
36.5369957,0
48.32133578,0
38.23545141,0
59.71451302,0
72.5511358,0
70.09754849,0
9.436849416,1
25.91300419,1
88.12343262,0
24.20320537,1
27.4462137,1
86.90868252,0
30.171406,0
80.98639197,0
25.14487759,1
41.29005901,0
39.29706417,0
14.47978887,1
62.36800348,0
22.97432119,1
38.16825051,0
58.75986339,0
60.64609108,0
66.80454231,0
14.78240091,1
72.34498811,0
80.2443903,0
98.93028609,0
51.06790833,0
21.59963846,1
56.29248146,0
7.950291346,1
73.26230612,0
15.54378273,1
96.78710783,0
2.968413239,1
77.94241622,0
30.0014431,0
22.19499395,1
83.49679993,0
28.70635529,1
40.14571516,0
2.497138567,1
1.496450823,1
23.77699817,1
60.16832665,0
59.80341218,0
42.80437661,0
63.12356217,0
36.94824041,0
84.48591588,0
81.97696907,0
14.69802061,1
99.98349298,0
55.64646679,0
59.46269543,0
59.27407803,0
90.77842593,0
11.2853385,1
73.8802839,0
97.61598133,0
46.36080995,0
56.11583923,0
93.64493619,0
69.72210938,0
10.82854739,1
47.27324267,0
34.96340491,0
24.26945794,1
83.62074116,0
23.9031557,1
65.29334185,0
43.89323354,0
59.81194211,0
7.456730536,1
23.38859602,1
49.07943248,0
37.78609804,0
75.40494975,0
6.90590241,1
59.63650271,0
59.99287527,0
40.38278589,0
6.20455763,1
92.23968108,0
95.8767363,0
86.48125055,0
7.991575444,1
59.09811469,0
5.557315569,1
42.19885094,0
99.72808094,0
45.07816734,0
68.92594921,0
33.9259401,0
17.88107295,1
79.25378534,0
16.92439928,1
88.05802062,0
49.13953708,0
5.509775584,1
80.31835007,0
86.2899951,0
9.733911818,1
7.995235915,1
30.33920363,0
75.89775467,0
37.0487384,0
51.04716492,0
0.660178738,1
83.03571622,0
48.10278529,0
95.03328775,0
20.79484335,1
43.27134521,0
99.03385892,0
26.23593266,1
91.04458409,0
36.76366111,0
44.08905654,0
96.04771731,0
62.08257147,0
43.46170885,0
8.16171081,1
17.20302717,1
20.5816481,1
45.14404082,0
40.82221014,0
80.44599813,0
87.36707216,0
87.26073741,0
66.53407539,0
97.71981611,0
22.82471937,1
9.417797827,1
20.29555354,1
82.36424322,0
81.68762703,0
10.08117977,1
76.67589985,0
11.40685288,1
36.41802969,0
85.74879962,0
3.507365417,1
16.62980843,1
43.22383084,0
74.58839717,0
65.97810416,0
31.6740521,0
63.75921022,0
42.69452901,0
68.18057278,0
85.88983218,0
5.650792635,1
50.51319162,0
25.90697957,1
77.40851073,0
48.19602084,0
28.51240613,1
34.56627671,0
8.823883332,1
15.43466245,1
82.86521795,0
61.49335808,0
55.65478549,0
5.466847223,1
50.62892765,0
48.24006511,0
86.41993487,0
29.44782383,1
51.36000591,0
31.29935367,0
56.70560274,0
61.46210356,0
93.23312803,0
83.44365492,0
54.77280725,0
3.237562047,1
44.22585817,0
66.54945505,0
20.37038776,1
15.97543076,1
19.03300618,1
89.49004176,0
27.53586074,1
6.971991102,1
49.43220727,0
92.1999264,0
73.44501244,0
23.0988539,1
70.86425578,0
15.20239269,1
56.01469931,0
62.41858917,0
55.28353254,0
64.20141367,0
67.63954431,0
74.52639357,0
57.58138511,0
41.53457702,0
30.01064827,0
51.34934099,0
46.88505458,0
89.07538509,0
16.70190198,1
12.77110612,1
30.86575854,0
70.07361356,0
6.148316475,1
92.32166196,0
50.3516716,0
6.907030952,1
60.90642801,0
92.56311364,0
22.12177233,1
42.48523046,0
72.85076469,0
11.52130094,1
4.044805858,1
52.82429464,0
24.76861367,1
93.58957972,0
18.20537204,1
87.80241702,0
4.17804931,1
96.40102532,0
19.70748289,1
1.213944767,1
76.96497384,0
70.20890869,0
71.7585804,0
56.60812235,0
61.30471584,0
47.86265885,0
74.30802097,0
91.84796238,0
4.149742795,1
86.92079508,0
86.48533473,0
91.71745588,0
64.21963515,0
7.506679193,1
44.86481374,0
2.278397265,1
35.20432798,0
75.44086506,0
21.79284813,1
28.40422579,1
84.97064017,0
14.71408427,1
70.371366,0
21.33143561,1
30.00103132,0
99.69337291,0
19.92720982,1
41.58407917,0
71.50797711,0
91.39692326,0
93.65967042,0
8.393962734,1
41.5818831,0
54.49707205,0
42.08936219,0
66.40421421,0
96.37192869,0
80.09731762,0
93.28944438,0
39.68249501,0
23.88299348,1
14.23634207,1
94.66797452,0
69.97401142,0
53.64167491,0
87.57543946,0
46.88753841,0
20.97636239,1
10.18185494,1
74.12411905,0
63.39976929,0
9.192332229,1
33.1514024,0
78.6532535,0
54.33526653,0
21.71208459,1
37.07008099,0
25.04533748,1
62.31659184,0
64.27892044,0
96.93354181,0
73.73835334,0
96.70049293,0
79.58024708,0
22.6914697,1
66.73845389,0
18.71960363,1
1.880572494,1
64.69526074,0
81.51771642,0
11.3496846,1
85.02119412,0
77.30912319,0
80.97303301,0
75.59734697,0
19.29819785,1
7.382968415,1
88.19206469,0
62.26027084,0
27.41806255,1
73.61732624,0
22.77737073,1
53.82532,0
12.85280512,1
46.05494122,0
55.10405233,0
66.62566578,0
0.112644745,1
40.30826461,0
11.51635998,1
8.39482419,1
74.84949124,0
40.13156339,0
69.51168553,0
13.43112511,1
82.30556299,0
24.40581528,1
48.56488127,0
95.32647745,0
12.43969673,1
42.82042932,0
1.879497279,1
15.22389826,1
10.91744703,1
89.32577011,0
84.94216899,0
93.47352492,0
20.86976588,1
35.04463085,0
96.16947822,0
95.88149687,0
11.46930617,1
10.34996063,1
45.98080396,0
61.32234796,0
37.000471,0
17.67458742,1
16.06154908,1
54.93070381,0
88.79448019,0
3.904217334,1
76.12256066,0
11.8356896,1
19.88176179,1
14.03928235,1
1.776339134,1
18.70354642,1
31.78760237,0
16.22803545,1
62.80127031,0
56.88004406,0
5.646403271,1
90.91035807,0
38.11857567,0
3.871279838,1
75.34815826,0
29.05343049,1
23.71386335,1
30.32697968,0
40.23848846,0
17.69409703,1
38.30543376,0
66.96712458,0
1.170144893,1
40.69639041,0
89.18187502,0
48.22732534,0
15.67723017,1
35.95271904,0
85.44322837,0
7.74952614,1
85.04860961,0
27.10677018,1
33.92710382,0
42.4261438,0
33.87433354,0
57.86463863,0
50.70745956,0
5.64001776,1
84.31428579,0
13.42721717,1
73.1852766,0
34.18467509,0
57.44309807,0
19.51470785,1
19.04951527,1
48.8705129,0
86.44753592,0
0.444616776,1
37.31439325,0
71.66623614,0
69.1593762,0
20.92355644,1
20.63999217,1
35.26303815,0
76.63062088,0
58.4533659,0
2.605193457,1
9.689655283,1
22.57705432,1
44.6027018,0
31.03914917,0
57.87562405,0
15.76253913,1
59.04257856,0
92.9186246,0
64.21814757,0
34.70053787,0
16.67150726,1
88.77390009,0
49.25051014,0
44.13069747,0
5.237383473,1
30.40654069,0
91.28125357,0
22.0765627,1
5.493442319,1
59.08779703,0
69.91730306,0
1.42305404,1
34.88494114,0
52.59395565,0
1.966998966,1
63.41659113,0
20.64831519,1
26.09659008,1
8.990277056,1
52.80962927,0
8.933999772,1
22.64472944,1
29.70844751,1
44.98701679,0
66.55653365,0
0.784361904,1
42.2769669,0
94.16556018,0
1.362471411,1
11.5776105,1
82.72197522,0
16.44728289,1
72.22373797,0
65.0264404,0
79.35132621,0
9.908202283,1
21.38561034,1
39.66561783,0
72.43166381,0
31.39070843,0
51.78875045,0
72.12463556,0
10.7892799,1
40.91286881,0
53.52603327,0
71.20412349,0
6.687739237,1
16.64808707,1
22.62568329,1
42.89903061,0
85.21744978,0
71.26451961,0
58.85224547,0
36.47749142,0
37.07835583,0
59.62274434,0
96.95703664,0
82.35484436,0
27.63364317,1
11.09200888,1
99.8754594,0
23.7443734,1
44.87357214,0
46.46718454,0
81.75223519,0
77.89768734,0
57.53388241,0
82.72382188,0
45.5625524,0
39.65005984,0
74.13099474,0
58.12647212,0
6.232187911,1
81.9714025,0
0.718184049,1
65.54854694,0
85.10165854,0
27.03000565,1
86.01953306,0
42.23356461,0
78.2701103,0
32.68650733,0
67.16189838,0
77.79243026,0
73.93894028,0
6.094554079,1
18.31521628,1
25.50988421,1
10.07811143,1
5.689652926,1
35.79059566,0
73.16143063,0
4.911352694,1
15.56560237,1
91.22615449,0
91.60475071,0
89.55557165,0
3.063993494,1
13.9132899,1
83.59179011,0
11.57730375,1
91.19638178,0
4.716659536,1
43.96895247,0
46.63060201,0
28.37195557,1
65.26721112,0
50.8824424,0
45.61384898,0
37.39425876,0
65.31017493,0
91.27556135,0
72.02607767,0
6.153028644,1
50.2319676,0
83.00340277,0
41.50178454,0
50.26152411,0
13.37236282,1
55.93246318,0
63.31317424,0
58.31156319,0
53.58555246,0
13.07080561,1
22.28671884,1
39.49250648,0
30.80405948,0
86.73770032,0
24.57881157,1
76.51213582,0
19.45864724,1
32.74873492,0
11.707097,1
41.35135831,0
89.65290335,0
25.67298627,1
5.492587592,1
28.66713907,1
87.06755448,0
78.92954022,0
76.86489374,0
26.20343034,1
20.21111786,1
69.14360931,0
84.09584286,0
96.14118755,0
19.74789404,1
64.46502435,0
29.08799883,1
37.33589605,0
51.73775943,0
31.89351705,0
75.51827093,0
93.48498211,0
8.264642148,1
88.77078534,0
28.09180042,1
19.68080856,1
52.59219138,0
94.00643821,0
54.80213033,0
74.45620569,0
42.02218287,0
76.80196166,0
52.44454435,0
29.63249078,1
35.78131227,0
94.64701079,0
73.06054703,0
86.23830815,0
36.82286994,0
16.06320317,1
6.203379875,1
71.07150299,0
69.13500244,0
70.66669197,0
73.55920226,0
42.38804415,0
97.07183027,0
72.56162907,0
39.41503205,0
3.009306193,1
91.83021337,0
21.16207039,1
31.83940592,0
71.05181514,0
23.72115216,1
75.4830217,0
21.33301457,1
0.110611465,1
84.74150583,0
99.97645566,0
20.90340775,1
76.11605376,0
31.88337801,0
17.62342154,1
46.33315047,0
13.36041769,1
12.66743833,1
24.6506931,1
40.22061362,0
57.51370914,0
77.03029089,0
66.9667116,0
49.33485218,0
44.31219173,0
53.35266346,0
23.96977392,1
16.59085546,1
26.14436426,1
19.77018445,1
4.195742542,1
10.34638202,1
82.86960988,0
83.08290987,0
52.01217142,0
79.43734341,0
14.46043662,1
81.07821297,0
48.84080029,0
59.95314319,0
8.950652059,1
95.59806722,0
2.343014454,1
7.23160926,1
49.94869637,0
46.54511513,0
40.60663897,0
7.664157196,1
67.09681455,0
51.11156778,0
56.4236076,0
3.689005793,1
46.61533564,0
57.66270781,0
10.68683617,1
24.48684679,1
7.356801121,1
53.01797231,0
8.135226682,1
98.30987365,0
78.01721837,0
77.05068584,0
33.42272078,0
11.32465437,1
67.23155089,0
30.05886482,0
79.57895901,0
14.83735149,1
74.8254225,0
13.61142678,1
38.24024146,0
90.03905137,0
30.0070461,0
22.03013606,1
28.85587508,1
54.78318194,0
86.22320661,0
20.83061921,1
69.76455198,0
2.360893617,1
26.63196908,1
71.07602287,0
95.44460024,0
7.56536668,1
93.49790412,0
74.91543438,0
92.76611355,0
0.339842632,1
18.7167832,1
38.62296203,0
57.90298068,0
29.76335406,1
84.9842415,0
59.34833205,0
54.45856746,0
52.14821453,0
54.86136278,0
40.0810683,0
14.3680794,1
65.20031441,0
28.196589,1
9.393959679,1
90.50838644,0
34.332207,0
18.97723676,1
36.7609579,0
58.49038912,0
66.65627538,0
49.36373606,0
3.682952636,1
23.03059739,1
20.59408036,1
28.48517758,1
49.62173047,0
70.57749411,0
48.12583849,0
30.74999796,0
69.31070672,0
68.56662267,0
66.73920532,0
40.76470067,0
16.18017663,1
60.9203658,0
81.67734685,0
91.11239578,0
67.12092059,0
93.2393867,0
15.37249666,1
98.12532806,0
23.3300506,1
29.33211819,1
39.58809979,0
37.28603382,0
3.89278068,1
26.56672535,1
6.916563839,1
60.15036714,0
48.34265511,0
71.54310249,0
33.28946835,0
56.74135592,0
96.86680187,0
18.74775218,1
97.00476354,0
41.04292807,0
72.19192646,0
70.40410124,0
79.35508254,0
40.48211207,0
77.31682675,0
8.965466111,1
69.82025935,0
65.09587315,0
9.565576055,1
12.18864796,1
39.69765979,0
98.18005524,0
86.80849382,0
87.80917772,0
74.20729326,0
65.23143553,0
82.06435703,0
25.39533348,1
85.05227861,0
20.99787503,1
3.446569507,1
67.93753688,0
69.33196795,0
45.19220595,0
87.68570624,0
20.83153758,1
99.93417446,0
18.0542837,1
65.02719804,0
5.393875231,1
87.29626457,0
62.90380342,0
5.212758992,1
89.56002353,0
40.20964224,0
13.92062612,1
39.48884245,0
67.12557616,0
27.55071523,1
85.02423377,0
88.46247754,0
19.98350079,1
79.74172564,0
53.60539027,0
91.86639679,0
31.07184869,0
54.93449923,0
89.13771778,0
74.27618787,0
66.96859412,0
92.9813297,0
65.03361066,0
1.912684055,1
33.42397595,0
43.17718988,0
97.0564122,0
80.59334619,0
65.49171022,0
69.95099104,0
78.05512851,0
78.15749665,0
58.52354096,0
5.549204243,1
46.17104668,0
68.90118414,0
84.73914485,0
48.22924639,0
44.62088745,0
69.00145846,0
21.41995973,1
84.13464045,0
59.00989682,0
66.64703742,0
2.846307352,1
74.24785777,0
90.32152405,0
28.12948493,1
12.55231238,1
1.028240557,1
87.69523558,0
68.24212465,0
21.28936309,1
24.2558285,1
49.69259082,0
11.83332247,1
24.16505553,1
2.399848758,1
88.16472019,0
36.52883342,0
42.65606107,0
31.86146464,0
93.88252184,0
4.794253161,1
52.90691597,0
9.746615635,1
4.002834412,1
86.94622525,0
16.29271469,1
13.0273662,1
1.087954519,1
15.96458993,1
95.45187444,0
70.43431142,0
21.33537596,1
92.94353977,0
85.84446137,0
33.09947886,0
82.17792933,0
15.36143485,1
